"CONTA_SUPERIOR","CLASSE_CONTABIL","BK_CONTA11","BK_CONTA10","BK_CONTA9","BK_CONTA8","BK_CONTA7","BK_CONTA6","BK_CONTA5","BK_CONTA4","BK_CONTA3","BK_CONTA2","BK_CONTA1","CT1_DESC01_11","CT1_DESC01_10","CT1_DESC01_9","CT1_DESC01_8","CT1_DESC01_7","CT1_DESC01_6","CT1_DESC01_5","CT1_DESC01_4","CT1_DESC01_3","CT1_DESC01_2","CT1_DESC01_1","CT1_CONTA_11","CT1_CONTA_10","CT1_CONTA_9","CT1_CONTA_8","CT1_CONTA_7","CT1_CONTA_6","CT1_CONTA_5","CT1_CONTA_4","CT1_CONTA_3","CT1_CONTA_2","CT1_CONTA_1","BK_AK5_CODIGO5"
"21016               ","2","P |01|CT1200||21016019","P |01|CT1200||21016019","P |01|CT1200||21016019","P |01|CT1200||21016019","P |01|CT1200||21016019","P |01|CT1200||21016019","P |01|CT1200||21016019","P |01|CT1200||21016","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","MUTUO TOP PARTICIPACOES X WAYUP SERVICOS","OUTROS EMPRESTIMOS                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21016019            ","21016019            ","21016019            ","21016019            ","21016019            ","21016019            ","21016019            ","21016               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21016               ","2","P |01|CT1200||21016020","P |01|CT1200||21016020","P |01|CT1200||21016020","P |01|CT1200||21016020","P |01|CT1200||21016020","P |01|CT1200||21016020","P |01|CT1200||21016020","P |01|CT1200||21016","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","MUTUO MODA X WAYUP SERVICOS             ","MUTUO MODA X WAYUP SERVICOS             ","MUTUO MODA X WAYUP SERVICOS             ","MUTUO MODA X WAYUP SERVICOS             ","MUTUO MODA X WAYUP SERVICOS             ","MUTUO MODA X WAYUP SERVICOS             ","MUTUO MODA X WAYUP SERVICOS             ","OUTROS EMPRESTIMOS                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21016020            ","21016020            ","21016020            ","21016020            ","21016020            ","21016020            ","21016020            ","21016               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21016               ","2","P |01|CT1200||21016021","P |01|CT1200||21016021","P |01|CT1200||21016021","P |01|CT1200||21016021","P |01|CT1200||21016021","P |01|CT1200||21016021","P |01|CT1200||21016021","P |01|CT1200||21016","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","MUTUO SERVICOS X RESULTAR               ","MUTUO SERVICOS X RESULTAR               ","MUTUO SERVICOS X RESULTAR               ","MUTUO SERVICOS X RESULTAR               ","MUTUO SERVICOS X RESULTAR               ","MUTUO SERVICOS X RESULTAR               ","MUTUO SERVICOS X RESULTAR               ","OUTROS EMPRESTIMOS                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21016021            ","21016021            ","21016021            ","21016021            ","21016021            ","21016021            ","21016021            ","21016               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21016               ","2","P |01|CT1200||21016022","P |01|CT1200||21016022","P |01|CT1200||21016022","P |01|CT1200||21016022","P |01|CT1200||21016022","P |01|CT1200||21016022","P |01|CT1200||21016022","P |01|CT1200||21016","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","MUTUO RESULTAR X WAYUP SISTEMAS         ","MUTUO RESULTAR X WAYUP SISTEMAS         ","MUTUO RESULTAR X WAYUP SISTEMAS         ","MUTUO RESULTAR X WAYUP SISTEMAS         ","MUTUO RESULTAR X WAYUP SISTEMAS         ","MUTUO RESULTAR X WAYUP SISTEMAS         ","MUTUO RESULTAR X WAYUP SISTEMAS         ","OUTROS EMPRESTIMOS                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21016022            ","21016022            ","21016022            ","21016022            ","21016022            ","21016022            ","21016022            ","21016               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21017               ","2","P |01|CT1200||21017001","P |01|CT1200||21017001","P |01|CT1200||21017001","P |01|CT1200||21017001","P |01|CT1200||21017001","P |01|CT1200||21017001","P |01|CT1200||21017001","P |01|CT1200||21017","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","WAYUP SJRP SISTEMAS DE GESTAO LTDA      ","ADIANTAMENTO DE DIVIDENDOS              ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21017001            ","21017001            ","21017001            ","21017001            ","21017001            ","21017001            ","21017001            ","21017               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21017               ","2","P |01|CT1200||21017002","P |01|CT1200||21017002","P |01|CT1200||21017002","P |01|CT1200||21017002","P |01|CT1200||21017002","P |01|CT1200||21017002","P |01|CT1200||21017002","P |01|CT1200||21017","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","WAYUP SERVICOS EM TECNOLOGIA LTDA       ","ADIANTAMENTO DE DIVIDENDOS              ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21017002            ","21017002            ","21017002            ","21017002            ","21017002            ","21017002            ","21017002            ","21017               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018001","P |01|CT1200||21018001","P |01|CT1200||21018001","P |01|CT1200||21018001","P |01|CT1200||21018001","P |01|CT1200||21018001","P |01|CT1200||21018001","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","M.A. BELTRAME PARTICIPACOES LTDA        ","M.A. BELTRAME PARTICIPACOES LTDA        ","M.A. BELTRAME PARTICIPACOES LTDA        ","M.A. BELTRAME PARTICIPACOES LTDA        ","M.A. BELTRAME PARTICIPACOES LTDA        ","M.A. BELTRAME PARTICIPACOES LTDA        ","M.A. BELTRAME PARTICIPACOES LTDA        ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018001            ","21018001            ","21018001            ","21018001            ","21018001            ","21018001            ","21018001            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018002","P |01|CT1200||21018002","P |01|CT1200||21018002","P |01|CT1200||21018002","P |01|CT1200||21018002","P |01|CT1200||21018002","P |01|CT1200||21018002","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","CISNEIRO PARTICIPACOES LTDA             ","CISNEIRO PARTICIPACOES LTDA             ","CISNEIRO PARTICIPACOES LTDA             ","CISNEIRO PARTICIPACOES LTDA             ","CISNEIRO PARTICIPACOES LTDA             ","CISNEIRO PARTICIPACOES LTDA             ","CISNEIRO PARTICIPACOES LTDA             ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018002            ","21018002            ","21018002            ","21018002            ","21018002            ","21018002            ","21018002            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018003","P |01|CT1200||21018003","P |01|CT1200||21018003","P |01|CT1200||21018003","P |01|CT1200||21018003","P |01|CT1200||21018003","P |01|CT1200||21018003","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","EE.WW. PARTICIPACOES LTDA               ","EE.WW. PARTICIPACOES LTDA               ","EE.WW. PARTICIPACOES LTDA               ","EE.WW. PARTICIPACOES LTDA               ","EE.WW. PARTICIPACOES LTDA               ","EE.WW. PARTICIPACOES LTDA               ","EE.WW. PARTICIPACOES LTDA               ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018003            ","21018003            ","21018003            ","21018003            ","21018003            ","21018003            ","21018003            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018004","P |01|CT1200||21018004","P |01|CT1200||21018004","P |01|CT1200||21018004","P |01|CT1200||21018004","P |01|CT1200||21018004","P |01|CT1200||21018004","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","BELTRAME E MOZARDO PARTICIPACOES LTDA   ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018004            ","21018004            ","21018004            ","21018004            ","21018004            ","21018004            ","21018004            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018005","P |01|CT1200||21018005","P |01|CT1200||21018005","P |01|CT1200||21018005","P |01|CT1200||21018005","P |01|CT1200||21018005","P |01|CT1200||21018005","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PR7 PARTICIPACOES LTDA                  ","PR7 PARTICIPACOES LTDA                  ","PR7 PARTICIPACOES LTDA                  ","PR7 PARTICIPACOES LTDA                  ","PR7 PARTICIPACOES LTDA                  ","PR7 PARTICIPACOES LTDA                  ","PR7 PARTICIPACOES LTDA                  ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018005            ","21018005            ","21018005            ","21018005            ","21018005            ","21018005            ","21018005            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018006","P |01|CT1200||21018006","P |01|CT1200||21018006","P |01|CT1200||21018006","P |01|CT1200||21018006","P |01|CT1200||21018006","P |01|CT1200||21018006","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","RO INVESTIMENTOS E PARTICPACOES LTDA    ","RO INVESTIMENTOS E PARTICPACOES LTDA    ","RO INVESTIMENTOS E PARTICPACOES LTDA    ","RO INVESTIMENTOS E PARTICPACOES LTDA    ","RO INVESTIMENTOS E PARTICPACOES LTDA    ","RO INVESTIMENTOS E PARTICPACOES LTDA    ","RO INVESTIMENTOS E PARTICPACOES LTDA    ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018006            ","21018006            ","21018006            ","21018006            ","21018006            ","21018006            ","21018006            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018007","P |01|CT1200||21018007","P |01|CT1200||21018007","P |01|CT1200||21018007","P |01|CT1200||21018007","P |01|CT1200||21018007","P |01|CT1200||21018007","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","ARRUDA & BEVENUTO PARTICIPACOES LTDA    ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018007            ","21018007            ","21018007            ","21018007            ","21018007            ","21018007            ","21018007            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018008","P |01|CT1200||21018008","P |01|CT1200||21018008","P |01|CT1200||21018008","P |01|CT1200||21018008","P |01|CT1200||21018008","P |01|CT1200||21018008","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","NAPPI PARTICIPACOES LTDA                ","NAPPI PARTICIPACOES LTDA                ","NAPPI PARTICIPACOES LTDA                ","NAPPI PARTICIPACOES LTDA                ","NAPPI PARTICIPACOES LTDA                ","NAPPI PARTICIPACOES LTDA                ","NAPPI PARTICIPACOES LTDA                ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018008            ","21018008            ","21018008            ","21018008            ","21018008            ","21018008            ","21018008            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018009","P |01|CT1200||21018009","P |01|CT1200||21018009","P |01|CT1200||21018009","P |01|CT1200||21018009","P |01|CT1200||21018009","P |01|CT1200||21018009","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","MARCO AURELIO BELTRAME                  ","MARCO AURELIO BELTRAME                  ","MARCO AURELIO BELTRAME                  ","MARCO AURELIO BELTRAME                  ","MARCO AURELIO BELTRAME                  ","MARCO AURELIO BELTRAME                  ","MARCO AURELIO BELTRAME                  ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018009            ","21018009            ","21018009            ","21018009            ","21018009            ","21018009            ","21018009            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018010","P |01|CT1200||21018010","P |01|CT1200||21018010","P |01|CT1200||21018010","P |01|CT1200||21018010","P |01|CT1200||21018010","P |01|CT1200||21018010","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","LUIS RICARDO CISNEIRO                   ","LUIS RICARDO CISNEIRO                   ","LUIS RICARDO CISNEIRO                   ","LUIS RICARDO CISNEIRO                   ","LUIS RICARDO CISNEIRO                   ","LUIS RICARDO CISNEIRO                   ","LUIS RICARDO CISNEIRO                   ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018010            ","21018010            ","21018010            ","21018010            ","21018010            ","21018010            ","21018010            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018011","P |01|CT1200||21018011","P |01|CT1200||21018011","P |01|CT1200||21018011","P |01|CT1200||21018011","P |01|CT1200||21018011","P |01|CT1200||21018011","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","EMERSON WAGNER                          ","EMERSON WAGNER                          ","EMERSON WAGNER                          ","EMERSON WAGNER                          ","EMERSON WAGNER                          ","EMERSON WAGNER                          ","EMERSON WAGNER                          ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018011            ","21018011            ","21018011            ","21018011            ","21018011            ","21018011            ","21018011            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018012","P |01|CT1200||21018012","P |01|CT1200||21018012","P |01|CT1200||21018012","P |01|CT1200||21018012","P |01|CT1200||21018012","P |01|CT1200||21018012","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","VALTER JOSE BELTRAME                    ","VALTER JOSE BELTRAME                    ","VALTER JOSE BELTRAME                    ","VALTER JOSE BELTRAME                    ","VALTER JOSE BELTRAME                    ","VALTER JOSE BELTRAME                    ","VALTER JOSE BELTRAME                    ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018012            ","21018012            ","21018012            ","21018012            ","21018012            ","21018012            ","21018012            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018013","P |01|CT1200||21018013","P |01|CT1200||21018013","P |01|CT1200||21018013","P |01|CT1200||21018013","P |01|CT1200||21018013","P |01|CT1200||21018013","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","ALESSANDRO CHAVES PERALTA               ","ALESSANDRO CHAVES PERALTA               ","ALESSANDRO CHAVES PERALTA               ","ALESSANDRO CHAVES PERALTA               ","ALESSANDRO CHAVES PERALTA               ","ALESSANDRO CHAVES PERALTA               ","ALESSANDRO CHAVES PERALTA               ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018013            ","21018013            ","21018013            ","21018013            ","21018013            ","21018013            ","21018013            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018014","P |01|CT1200||21018014","P |01|CT1200||21018014","P |01|CT1200||21018014","P |01|CT1200||21018014","P |01|CT1200||21018014","P |01|CT1200||21018014","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","RODRIGO OLIVEIRA BRITO                  ","RODRIGO OLIVEIRA BRITO                  ","RODRIGO OLIVEIRA BRITO                  ","RODRIGO OLIVEIRA BRITO                  ","RODRIGO OLIVEIRA BRITO                  ","RODRIGO OLIVEIRA BRITO                  ","RODRIGO OLIVEIRA BRITO                  ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018014            ","21018014            ","21018014            ","21018014            ","21018014            ","21018014            ","21018014            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018015","P |01|CT1200||21018015","P |01|CT1200||21018015","P |01|CT1200||21018015","P |01|CT1200||21018015","P |01|CT1200||21018015","P |01|CT1200||21018015","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","ADERSON PAIS DE ARRUDA                  ","ADERSON PAIS DE ARRUDA                  ","ADERSON PAIS DE ARRUDA                  ","ADERSON PAIS DE ARRUDA                  ","ADERSON PAIS DE ARRUDA                  ","ADERSON PAIS DE ARRUDA                  ","ADERSON PAIS DE ARRUDA                  ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018015            ","21018015            ","21018015            ","21018015            ","21018015            ","21018015            ","21018015            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21018               ","2","P |01|CT1200||21018016","P |01|CT1200||21018016","P |01|CT1200||21018016","P |01|CT1200||21018016","P |01|CT1200||21018016","P |01|CT1200||21018016","P |01|CT1200||21018016","P |01|CT1200||21018","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","FERNANDO EDUARDO NAPPI                  ","FERNANDO EDUARDO NAPPI                  ","FERNANDO EDUARDO NAPPI                  ","FERNANDO EDUARDO NAPPI                  ","FERNANDO EDUARDO NAPPI                  ","FERNANDO EDUARDO NAPPI                  ","FERNANDO EDUARDO NAPPI                  ","DIVIDENDOS A PAGAR                      ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21018016            ","21018016            ","21018016            ","21018016            ","21018016            ","21018016            ","21018016            ","21018               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21019               ","1","P |01|CT1200||210191","P |01|CT1200||210191","P |01|CT1200||210191","P |01|CT1200||210191","P |01|CT1200||210191","P |01|CT1200||210191","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO DE ENCARGOS                    ","PROVISAO DE ENCARGOS                    ","PROVISAO DE ENCARGOS                    ","PROVISAO DE ENCARGOS                    ","PROVISAO DE ENCARGOS                    ","PROVISAO DE ENCARGOS                    ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","210191              ","210191              ","210191              ","210191              ","210191              ","210191              ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"21019               ","1","P |01|CT1200||210192","P |01|CT1200||210192","P |01|CT1200||210192","P |01|CT1200||210192","P |01|CT1200||210192","P |01|CT1200||210192","P |01|CT1200||210192","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES PARA CONTINGENCIAS            ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","210192              ","210192              ","210192              ","210192              ","210192              ","210192              ","210192              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210191              ","2","P |01|CT1200||21019101","P |01|CT1200||21019101","P |01|CT1200||21019101","P |01|CT1200||21019101","P |01|CT1200||21019101","P |01|CT1200||21019101","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO DE FERIAS A PAGAR              ","PROVISAO DE FERIAS A PAGAR              ","PROVISAO DE FERIAS A PAGAR              ","PROVISAO DE FERIAS A PAGAR              ","PROVISAO DE FERIAS A PAGAR              ","PROVISAO DE FERIAS A PAGAR              ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019101            ","21019101            ","21019101            ","21019101            ","21019101            ","21019101            ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210191              ","2","P |01|CT1200||21019102","P |01|CT1200||21019102","P |01|CT1200||21019102","P |01|CT1200||21019102","P |01|CT1200||21019102","P |01|CT1200||21019102","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO INSS S/FERIAS A PAGAR          ","PROVISAO INSS S/FERIAS A PAGAR          ","PROVISAO INSS S/FERIAS A PAGAR          ","PROVISAO INSS S/FERIAS A PAGAR          ","PROVISAO INSS S/FERIAS A PAGAR          ","PROVISAO INSS S/FERIAS A PAGAR          ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019102            ","21019102            ","21019102            ","21019102            ","21019102            ","21019102            ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210191              ","2","P |01|CT1200||21019103","P |01|CT1200||21019103","P |01|CT1200||21019103","P |01|CT1200||21019103","P |01|CT1200||21019103","P |01|CT1200||21019103","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO FGTS S/FERIAS A PAGAR          ","PROVISAO FGTS S/FERIAS A PAGAR          ","PROVISAO FGTS S/FERIAS A PAGAR          ","PROVISAO FGTS S/FERIAS A PAGAR          ","PROVISAO FGTS S/FERIAS A PAGAR          ","PROVISAO FGTS S/FERIAS A PAGAR          ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019103            ","21019103            ","21019103            ","21019103            ","21019103            ","21019103            ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210191              ","2","P |01|CT1200||21019104","P |01|CT1200||21019104","P |01|CT1200||21019104","P |01|CT1200||21019104","P |01|CT1200||21019104","P |01|CT1200||21019104","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO 13º SALARIO A PAGAR            ","PROVISAO 13º SALARIO A PAGAR            ","PROVISAO 13º SALARIO A PAGAR            ","PROVISAO 13º SALARIO A PAGAR            ","PROVISAO 13º SALARIO A PAGAR            ","PROVISAO 13º SALARIO A PAGAR            ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019104            ","21019104            ","21019104            ","21019104            ","21019104            ","21019104            ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210191              ","2","P |01|CT1200||21019105","P |01|CT1200||21019105","P |01|CT1200||21019105","P |01|CT1200||21019105","P |01|CT1200||21019105","P |01|CT1200||21019105","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO INSS S/13º SALARIO A PAGAR     ","PROVISAO INSS S/13º SALARIO A PAGAR     ","PROVISAO INSS S/13º SALARIO A PAGAR     ","PROVISAO INSS S/13º SALARIO A PAGAR     ","PROVISAO INSS S/13º SALARIO A PAGAR     ","PROVISAO INSS S/13º SALARIO A PAGAR     ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019105            ","21019105            ","21019105            ","21019105            ","21019105            ","21019105            ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
"210191              ","2","P |01|CT1200||21019106","P |01|CT1200||21019106","P |01|CT1200||21019106","P |01|CT1200||21019106","P |01|CT1200||21019106","P |01|CT1200||21019106","P |01|CT1200||210191","P |01|CT1200||21019","P |01|CT1200||2101","P |01|CT1200||21","P |01|CT1200||2","PROVISAO FGTS S/13º SALARIO A PAGAR     ","PROVISAO FGTS S/13º SALARIO A PAGAR     ","PROVISAO FGTS S/13º SALARIO A PAGAR     ","PROVISAO FGTS S/13º SALARIO A PAGAR     ","PROVISAO FGTS S/13º SALARIO A PAGAR     ","PROVISAO FGTS S/13º SALARIO A PAGAR     ","PROVISAO DE ENCARGOS                    ","PROVISOES                               ","EXIGIVEIS A CURTO PRAZO                 ","PASSIVO CIRCULANTE                      ","PASSIVO                                 ","21019106            ","21019106            ","21019106            ","21019106            ","21019106            ","21019106            ","210191              ","21019               ","2101                ","21                  ","2                   ","P |01|AK5200||"
